QueryId,DocumentId
203,clueweb12-0011wb-42-20194
203,clueweb12-1912wb-70-04462
203,clueweb12-0606wb-57-00190
203,clueweb12-1205wb-29-13782
203,clueweb12-1405wb-01-18878
203,clueweb12-0301wb-87-21989
203,clueweb12-1511wb-62-11831
203,clueweb12-0403wb-67-08779
203,clueweb12-0606wb-21-10058
203,clueweb12-0606wb-14-01251
203,clueweb12-0311wb-87-16614
203,clueweb12-1004wb-43-00791
203,clueweb12-0604wb-66-16277
203,clueweb12-0100wb-33-30042
203,clueweb12-1502wb-78-16185
203,clueweb12-1507wb-06-25039
203,clueweb12-1807wb-51-20677
203,clueweb12-0712wb-43-02163
203,clueweb12-0800wb-58-18607
203,clueweb12-1716wb-98-07120
203,clueweb12-0807wb-64-18762
203,clueweb12-1814wb-88-10523
203,clueweb12-1506wb-15-02973
203,clueweb12-0509wb-06-11124
203,clueweb12-0101wb-94-26017
203,clueweb12-0200tw-14-06044
203,clueweb12-0100wb-33-21094
203,clueweb12-1209wb-61-02852
203,clueweb12-1613wb-61-11252
203,clueweb12-1009wb-00-19616
203,clueweb12-1115wb-16-25355
203,clueweb12-1115wb-28-24339
203,clueweb12-1115wb-20-23118
203,clueweb12-1800tw-44-09949
203,clueweb12-0915wb-03-07009
203,clueweb12-1007wb-38-22258
203,clueweb12-1906wb-50-19488
203,clueweb12-1503wb-37-03952
203,clueweb12-0205wb-55-31039
203,clueweb12-1108wb-57-17609
203,clueweb12-0103wb-33-26806
203,clueweb12-1309wb-12-09216
203,clueweb12-1600wb-87-31088
203,clueweb12-1107wb-71-14984
203,clueweb12-0112wb-10-19455
203,clueweb12-1700wb-48-09290
203,clueweb12-0702wb-44-06113
203,clueweb12-0003wb-25-19194
203,clueweb12-0918wb-80-03907
203,clueweb12-1717wb-01-12692
203,clueweb12-1001wb-04-03560
203,clueweb12-0402wb-95-09873
203,clueweb12-0410wb-45-26271
203,clueweb12-1716wb-87-24766
203,clueweb12-1102wb-06-08995
203,clueweb12-1309wb-51-06013
203,clueweb12-0106wb-28-03891
203,clueweb12-1503wb-16-12246
203,clueweb12-0904wb-43-12050
203,clueweb12-1009wb-64-08849
203,clueweb12-0903wb-86-14854
203,clueweb12-0310wb-22-09840
203,clueweb12-1804wb-31-01396
203,clueweb12-0910wb-07-13773
203,clueweb12-1908wb-29-19246
203,clueweb12-1815wb-23-15585
203,clueweb12-0203wb-06-20857
203,clueweb12-0914wb-44-07104
203,clueweb12-0208wb-79-26345
203,clueweb12-0804wb-89-12913
203,clueweb12-0800tw-64-20639
203,clueweb12-1514wb-35-27255
203,clueweb12-0202wb-60-09122
203,clueweb12-0209wb-87-29273
203,clueweb12-1117wb-23-08933
203,clueweb12-0913wb-74-28569
204,clueweb12-0002wb-34-12153
204,clueweb12-1209wb-88-20908
204,clueweb12-1512wb-63-02073
204,clueweb12-1512wb-87-09536
204,clueweb12-0304wb-27-03544
204,clueweb12-0005wb-51-30122
204,clueweb12-0005wb-65-23314
204,clueweb12-1213wb-67-03123
204,clueweb12-1212wb-63-17269
204,clueweb12-0207wb-85-00335
204,clueweb12-1209wb-22-00167
204,clueweb12-1209wb-79-28735
204,clueweb12-1211wb-30-02358
204,clueweb12-1208wb-62-05131
204,clueweb12-1210wb-17-01493
204,clueweb12-0202wb-25-15698
204,clueweb12-1801wb-68-09002
204,clueweb12-1211wb-53-27050
204,clueweb12-1210wb-73-28398
204,clueweb12-0004wb-91-19843
204,clueweb12-0300wb-98-20074
204,clueweb12-0311wb-35-25172
204,clueweb12-1007wb-11-00898
204,clueweb12-0915wb-69-11139
204,clueweb12-1912wb-52-13818
204,clueweb12-1210wb-37-17086
204,clueweb12-1214wb-14-27004
204,clueweb12-0301wb-18-21387
204,clueweb12-1414wb-89-16666
204,clueweb12-1811wb-65-06425
204,clueweb12-1214wb-05-12168
204,clueweb12-0204wb-92-17336
204,clueweb12-1801wb-97-25922
204,clueweb12-1212wb-42-29922
204,clueweb12-0200tw-06-15386
204,clueweb12-1213wb-06-18859
204,clueweb12-1211wb-86-18507
204,clueweb12-0110wb-31-04282
204,clueweb12-0005wb-19-30345
204,clueweb12-0504wb-78-28164
204,clueweb12-1500tw-44-16993
204,clueweb12-1211wb-04-16657
204,clueweb12-1607wb-98-27514
204,clueweb12-1213wb-59-14347
204,clueweb12-1212wb-63-17255
204,clueweb12-1214wb-05-12154
204,clueweb12-0507wb-52-13388
204,clueweb12-0002wb-34-12167
204,clueweb12-1005wb-30-26168
204,clueweb12-1004wb-52-22271
204,clueweb12-1215wb-14-17629
204,clueweb12-1004wb-10-07542
204,clueweb12-1214wb-70-11828
204,clueweb12-0810wb-87-16988
204,clueweb12-1214wb-05-12140
204,clueweb12-0301wb-92-07679
204,clueweb12-1214wb-87-08035
204,clueweb12-1213wb-04-30495
204,clueweb12-1214wb-75-09956
204,clueweb12-1216wb-39-22038
204,clueweb12-1216wb-31-19496
204,clueweb12-1214wb-70-11842
204,clueweb12-1215wb-39-03269
204,clueweb12-1213wb-51-00442
204,clueweb12-1215wb-29-30867
204,clueweb12-1214wb-79-30532
204,clueweb12-0200wb-52-06045
204,clueweb12-0203wb-99-28669
204,clueweb12-0500tw-15-15738
204,clueweb12-1213wb-64-25238
204,clueweb12-1911wb-74-10118
204,clueweb12-1002wb-13-14971
204,clueweb12-1214wb-88-25191
204,clueweb12-0210wb-43-03620
204,clueweb12-1408wb-45-21107
204,clueweb12-0710wb-98-27793
204,clueweb12-0210wb-74-28352
204,clueweb12-0400wb-33-21486
204,clueweb12-0411wb-14-05646
204,clueweb12-0006wb-01-09170
204,clueweb12-0302wb-54-03735
204,clueweb12-0301wb-68-20779
204,clueweb12-1004wb-85-18630
204,clueweb12-1912wb-09-13899
204,clueweb12-0704wb-37-23358
204,clueweb12-0201wb-83-20464
204,clueweb12-0209wb-92-06352
204,clueweb12-0310wb-71-19487
204,clueweb12-0612wb-33-04022
204,clueweb12-0200tw-15-02883
204,clueweb12-0200tw-54-19727
204,clueweb12-1802wb-11-02330
204,clueweb12-0304wb-07-25112
204,clueweb12-0204wb-39-23857
204,clueweb12-0601wb-70-25261
204,clueweb12-0001wb-13-26786
204,clueweb12-1912wb-15-03822
204,clueweb12-1801wb-39-14546
204,clueweb12-1004wb-69-16090
204,clueweb12-1006wb-19-00723
205,clueweb12-0210wb-94-21302
205,clueweb12-1810wb-70-01321
205,clueweb12-1002wb-19-23101
205,clueweb12-1103wb-56-03288
205,clueweb12-1810wb-12-01690
205,clueweb12-0919wb-54-06748
205,clueweb12-1000wb-01-12448
205,clueweb12-1003wb-75-01113
205,clueweb12-1013wb-53-22115
205,clueweb12-0506wb-31-30726
205,clueweb12-0403wb-95-09741
205,clueweb12-0812wb-07-15129
205,clueweb12-1901wb-60-07140
205,clueweb12-1614wb-35-28354
205,clueweb12-0700wb-46-24520
205,clueweb12-0112wb-13-17957
205,clueweb12-1100wb-42-09076
205,clueweb12-0800tw-07-18666
205,clueweb12-0300wb-06-02438
205,clueweb12-1900wb-59-00786
205,clueweb12-1500tw-21-11556
205,clueweb12-1217wb-27-06974
205,clueweb12-1806wb-76-03254
205,clueweb12-0207wb-92-15621
205,clueweb12-1805wb-91-06309
205,clueweb12-0205wb-05-02301
205,clueweb12-0812wb-84-19751
205,clueweb12-1514wb-98-21954
205,clueweb12-1815wb-15-13913
205,clueweb12-1303wb-94-25019
205,clueweb12-1019wb-56-01595
205,clueweb12-1610wb-72-19990
205,clueweb12-1813wb-40-20496
205,clueweb12-1511wb-09-03101
205,clueweb12-1216wb-22-27788
205,clueweb12-1804wb-00-16312
205,clueweb12-1108wb-09-13541
205,clueweb12-1901wb-90-23627
205,clueweb12-1814wb-94-23466
205,clueweb12-1806wb-56-00524
205,clueweb12-1216wb-93-05359
205,clueweb12-1607wb-55-12775
205,clueweb12-1100tw-15-19833
205,clueweb12-0206wb-17-34429
205,clueweb12-1714wb-24-01472
205,clueweb12-0302wb-47-14952
205,clueweb12-0100wb-18-24730
205,clueweb12-0700tw-20-19551
205,clueweb12-1700wb-57-08015
205,clueweb12-1000wb-49-20156
205,clueweb12-0104wb-27-28506
205,clueweb12-0103wb-63-11308
205,clueweb12-0812wb-52-06008
205,clueweb12-1900wb-90-00478
205,clueweb12-0405wb-25-08660
205,clueweb12-1005wb-55-01169
205,clueweb12-0207wb-31-18950
205,clueweb12-1611wb-03-05819
205,clueweb12-0011wb-30-03995
205,clueweb12-1215wb-82-12954
205,clueweb12-1315wb-71-28294
205,clueweb12-0506wb-70-16599
205,clueweb12-0104wb-25-05336
205,clueweb12-1506wb-12-14349
205,clueweb12-1811wb-55-01626
205,clueweb12-1910wb-99-20596
205,clueweb12-0012wb-30-30131
205,clueweb12-0600tw-43-11834
205,clueweb12-0812wb-22-26576
205,clueweb12-0412wb-21-19133
205,clueweb12-1711wb-71-03953
205,clueweb12-1810wb-66-08797
205,clueweb12-1711wb-25-18870
205,clueweb12-1514wb-58-20974
205,clueweb12-1202wb-33-25974
205,clueweb12-1303wb-96-20838
205,clueweb12-1205wb-18-07103
205,clueweb12-0108wb-64-07332
205,clueweb12-0918wb-24-02954
205,clueweb12-0205wb-63-09334
205,clueweb12-0812wb-91-10125
205,clueweb12-1804wb-06-01588
205,clueweb12-1019wb-72-14799
205,clueweb12-1400tw-38-22911
205,clueweb12-0105wb-46-09900
205,clueweb12-1410wb-76-13181
205,clueweb12-0203wb-87-28158
205,clueweb12-0109wb-32-24309
205,clueweb12-0903wb-63-13031
205,clueweb12-1101tw-07-17580
205,clueweb12-1806wb-10-14283
205,clueweb12-0008wb-12-23845
205,clueweb12-1805wb-83-19248
205,clueweb12-1501wb-67-02282
205,clueweb12-1200wb-49-16349
205,clueweb12-1813wb-03-03962
205,clueweb12-1503wb-76-30400
205,clueweb12-0200wb-55-10563
205,clueweb12-1313wb-68-04650
205,clueweb12-1009wb-63-01824
206,clueweb12-1908wb-92-20410
206,clueweb12-1908wb-89-33553
206,clueweb12-0013wb-20-17064
206,clueweb12-1908wb-88-23858
206,clueweb12-1909wb-09-02433
206,clueweb12-1802wb-46-27982
206,clueweb12-0012wb-12-17968
206,clueweb12-1802wb-14-28735
206,clueweb12-0012wb-68-05137
206,clueweb12-1018wb-98-10653
206,clueweb12-1708wb-43-29773
206,clueweb12-0305wb-45-24379
206,clueweb12-0707wb-43-05848
206,clueweb12-1013wb-23-08451
206,clueweb12-0305wb-55-03096
206,clueweb12-0712wb-91-04819
206,clueweb12-0011wb-90-21539
206,clueweb12-1101wb-14-10502
206,clueweb12-1802wb-19-09241
206,clueweb12-0100wb-92-24612
206,clueweb12-0108wb-78-14637
206,clueweb12-1117wb-66-20375
206,clueweb12-0303wb-58-24496
206,clueweb12-1013wb-02-03457
206,clueweb12-1715wb-09-05563
206,clueweb12-0500tw-08-08270
206,clueweb12-0009wb-54-01932
206,clueweb12-1018wb-98-10667
206,clueweb12-0110wb-26-18816
206,clueweb12-1115wb-34-20493
206,clueweb12-0706wb-21-17541
206,clueweb12-0304wb-43-11443
206,clueweb12-0711wb-05-00272
206,clueweb12-0304wb-23-15056
206,clueweb12-1802wb-49-14140
206,clueweb12-0707wb-18-08758
206,clueweb12-1808wb-67-13668
206,clueweb12-1000tw-45-21138
206,clueweb12-0303wb-49-19749
206,clueweb12-1020wb-15-02907
206,clueweb12-1013wb-30-08243
206,clueweb12-0701wb-09-18443
206,clueweb12-0610wb-47-19559
206,clueweb12-0902wb-25-12551
206,clueweb12-0202wb-45-09328
206,clueweb12-0700wb-82-11566
206,clueweb12-0304wb-23-22889
206,clueweb12-1100wb-05-10298
206,clueweb12-0100wb-46-23496
206,clueweb12-1807wb-92-09108
206,clueweb12-1400tw-27-22414
206,clueweb12-0013wb-49-07693
206,clueweb12-0701wb-19-05868
206,clueweb12-1802wb-27-07420
206,clueweb12-0208wb-41-24754
206,clueweb12-1807wb-88-21684
206,clueweb12-1808wb-22-19530
206,clueweb12-1808wb-48-02666
206,clueweb12-1017wb-65-02270
206,clueweb12-0010wb-86-25879
206,clueweb12-0111wb-63-23423
206,clueweb12-0410wb-47-27893
206,clueweb12-0204wb-40-21041
206,clueweb12-0501wb-44-26321
206,clueweb12-1103wb-04-06422
206,clueweb12-1609wb-30-19547
206,clueweb12-0606wb-36-00269
206,clueweb12-1808wb-99-26779
206,clueweb12-0305wb-38-27857
206,clueweb12-0003wb-84-26400
206,clueweb12-0100wb-83-17043
206,clueweb12-0300tw-91-14318
206,clueweb12-1300tw-46-00350
206,clueweb12-0301tw-29-07190
206,clueweb12-0303wb-98-17578
206,clueweb12-1019wb-10-10511
206,clueweb12-1016wb-58-05807
206,clueweb12-1910wb-84-20584
206,clueweb12-1000tw-79-10078
206,clueweb12-0112wb-03-34120
206,clueweb12-1401wb-92-14851
206,clueweb12-1909wb-17-00586
206,clueweb12-1015wb-35-04224
206,clueweb12-1807wb-64-20406
206,clueweb12-1808wb-64-03351
206,clueweb12-1602wb-20-01085
206,clueweb12-0305wb-29-04664
206,clueweb12-1009wb-81-20771
206,clueweb12-0012wb-71-29356
206,clueweb12-1015wb-07-07420
206,clueweb12-1516wb-04-35156
206,clueweb12-0301wb-43-35174
206,clueweb12-0011wb-12-27633
206,clueweb12-1709wb-41-24598
206,clueweb12-1516wb-03-10133
206,clueweb12-1200tw-03-08285
206,clueweb12-1909wb-11-26382
206,clueweb12-0304wb-80-13403
206,clueweb12-0700wb-92-09669
206,clueweb12-1607wb-45-30366
207,clueweb12-1905wb-46-06917
207,clueweb12-0206wb-71-14452
207,clueweb12-1905wb-48-10251
207,clueweb12-1905wb-70-13334
207,clueweb12-0207wb-90-20840
207,clueweb12-0507wb-30-21602
207,clueweb12-0106wb-44-13775
207,clueweb12-0709wb-84-07645
207,clueweb12-0813wb-58-16452
207,clueweb12-0709wb-45-09518
207,clueweb12-1605wb-17-06310
207,clueweb12-0716wb-86-23401
207,clueweb12-0804wb-43-08700
207,clueweb12-0310wb-73-09674
207,clueweb12-0003wb-49-00587
207,clueweb12-1205wb-36-28252
207,clueweb12-0711wb-27-04628
207,clueweb12-1500tw-99-18494
207,clueweb12-0206wb-68-25063
207,clueweb12-0707wb-35-04335
207,clueweb12-1909wb-72-13335
207,clueweb12-1109wb-07-23283
207,clueweb12-1502wb-66-14124
207,clueweb12-0202wb-73-21435
207,clueweb12-0303wb-93-10828
207,clueweb12-0706wb-19-11031
207,clueweb12-0011wb-56-27704
207,clueweb12-1500wb-02-03490
207,clueweb12-0111wb-92-33172
207,clueweb12-0112wb-21-26718
207,clueweb12-0107wb-71-27159
207,clueweb12-1205wb-70-03849
207,clueweb12-1704wb-49-17722
207,clueweb12-0806wb-67-24253
207,clueweb12-1012wb-83-19702
207,clueweb12-0703wb-18-21607
207,clueweb12-1402wb-60-05068
207,clueweb12-0204wb-08-14512
207,clueweb12-0900tw-80-08030
207,clueweb12-0717wb-32-07044
207,clueweb12-1705wb-89-03463
207,clueweb12-0205wb-28-20899
207,clueweb12-1911wb-49-18694
207,clueweb12-0301wb-29-34285
207,clueweb12-1507wb-87-20310
207,clueweb12-0311wb-04-29546
207,clueweb12-0100tw-26-06486
207,clueweb12-1100tw-02-12274
207,clueweb12-0509wb-50-22459
207,clueweb12-0204wb-42-31119
207,clueweb12-0710wb-27-09636
207,clueweb12-0601wb-41-27454
207,clueweb12-0909wb-59-26161
207,clueweb12-0203wb-75-27730
207,clueweb12-0111wb-15-14262
207,clueweb12-1101wb-26-02505
207,clueweb12-0101wb-92-13533
207,clueweb12-0004wb-17-02113
207,clueweb12-0311wb-15-18500
207,clueweb12-1909wb-93-07968
207,clueweb12-1311wb-92-16857
207,clueweb12-0201wb-90-12794
207,clueweb12-0410wb-73-19261
207,clueweb12-0111wb-29-07871
207,clueweb12-0209wb-70-26757
207,clueweb12-0405wb-06-04841
207,clueweb12-0204wb-58-03983
207,clueweb12-0209wb-38-24681
207,clueweb12-0006wb-80-12955
207,clueweb12-0714wb-69-25428
207,clueweb12-0805wb-64-25717
207,clueweb12-1810wb-57-22804
207,clueweb12-1511wb-31-08739
207,clueweb12-1204wb-52-12595
207,clueweb12-0300tw-17-05364
207,clueweb12-0300tw-15-08163
207,clueweb12-1900wb-15-26901
207,clueweb12-1707wb-83-17702
207,clueweb12-0203wb-46-21099
207,clueweb12-1410wb-15-12146
207,clueweb12-0602wb-30-27925
207,clueweb12-0305wb-19-22422
207,clueweb12-1713wb-05-07027
207,clueweb12-0106wb-66-09066
207,clueweb12-0609wb-60-10109
207,clueweb12-1204wb-58-20635
207,clueweb12-1000wb-00-24602
207,clueweb12-0013wb-57-02925
207,clueweb12-1312wb-15-09481
207,clueweb12-1204wb-69-19390
207,clueweb12-0500wb-88-15290
207,clueweb12-1913wb-81-11886
207,clueweb12-0012wb-58-06735
207,clueweb12-0607wb-76-17468
207,clueweb12-0800wb-46-12954
207,clueweb12-1500tw-07-00494
207,clueweb12-1103wb-55-00387
207,clueweb12-0206wb-22-19700
207,clueweb12-0007wb-92-05431
207,clueweb12-0500wb-67-21347
208,clueweb12-0013wb-82-09787
208,clueweb12-0700tw-75-14955
208,clueweb12-1908wb-77-16099
208,clueweb12-0100wb-41-12862
208,clueweb12-0011wb-43-30798
208,clueweb12-1612wb-18-22030
208,clueweb12-1207wb-81-14962
208,clueweb12-1611wb-58-24738
208,clueweb12-0101wb-11-27146
208,clueweb12-0003wb-50-16116
208,clueweb12-0205wb-52-21293
208,clueweb12-0810wb-04-13355
208,clueweb12-0813wb-29-16299
208,clueweb12-0100wb-77-17913
208,clueweb12-0002wb-32-31101
208,clueweb12-1117wb-32-09557
208,clueweb12-0106wb-61-15202
208,clueweb12-0804wb-90-09490
208,clueweb12-0401wb-94-18846
208,clueweb12-1416wb-07-18902
208,clueweb12-1415wb-17-25896
208,clueweb12-0911wb-13-04231
208,clueweb12-1008wb-95-07212
208,clueweb12-0111wb-28-18795
208,clueweb12-0206wb-59-19406
208,clueweb12-1617wb-04-05358
208,clueweb12-1414wb-05-08095
208,clueweb12-1107wb-28-11686
208,clueweb12-0402wb-08-28224
208,clueweb12-0304wb-68-23890
208,clueweb12-0312wb-19-26507
208,clueweb12-0509wb-62-06182
208,clueweb12-1011wb-62-00443
208,clueweb12-0108wb-72-24490
208,clueweb12-1716wb-84-24105
208,clueweb12-0000wb-53-16996
208,clueweb12-1008wb-30-05805
208,clueweb12-0102wb-60-27059
208,clueweb12-1911wb-97-11845
208,clueweb12-0411wb-46-14825
208,clueweb12-1007wb-89-08055
208,clueweb12-1301wb-84-08680
208,clueweb12-0309wb-12-17739
208,clueweb12-0208wb-71-05014
208,clueweb12-0812wb-75-08957
208,clueweb12-1516wb-66-10079
208,clueweb12-1513wb-79-00782
208,clueweb12-0309wb-62-12721
208,clueweb12-0609wb-41-25958
208,clueweb12-1700tw-07-03735
208,clueweb12-1907wb-30-04813
208,clueweb12-1910wb-16-06928
208,clueweb12-0408wb-33-28642
208,clueweb12-1608wb-19-20052
208,clueweb12-0200tw-88-18264
208,clueweb12-0100wb-85-22316
208,clueweb12-1107wb-62-17085
208,clueweb12-1213wb-23-03242
208,clueweb12-0206wb-09-28000
208,clueweb12-0804wb-05-18894
208,clueweb12-0102wb-13-22479
208,clueweb12-0013wb-86-12227
208,clueweb12-1106wb-80-13157
208,clueweb12-0510wb-83-30810
208,clueweb12-1010wb-11-05778
208,clueweb12-1612wb-24-14244
208,clueweb12-1612wb-00-22714
208,clueweb12-1609wb-15-04537
208,clueweb12-0009wb-25-12003
208,clueweb12-1412wb-68-11558
208,clueweb12-1611wb-73-03186
208,clueweb12-1609wb-66-29592
208,clueweb12-1609wb-37-15022
208,clueweb12-1612wb-10-04722
208,clueweb12-1612wb-00-22700
208,clueweb12-0402wb-29-19539
