Id,Target
1237,missed
1238,made
1239,missed
1240,made
1241,made
1242,missed
1243,missed
1244,made
1245,made
1246,missed
1247,missed
1248,missed
1249,made
1250,missed
1251,made
1252,made
1253,missed
1254,made
1255,missed
1256,missed
1257,missed
1258,made
1259,missed
1260,made
1261,made
1262,made
1263,missed
1264,made
1265,missed
1266,made
1267,missed
1268,missed
1269,missed
1270,made
1271,missed
1272,made
1273,missed
1274,made
1275,made
1276,missed
1277,missed
1278,missed
1279,made
1280,made
1281,missed
1282,made
1283,made
1284,made
1285,made
1286,made
1287,made
1288,missed
1289,made
1290,missed
1291,missed
1292,made
1293,missed
1294,missed
1295,made
1296,missed
1297,missed
1298,missed
1299,missed
1300,made
1301,made
1302,made
1303,made
1304,missed
1305,made
1306,missed
1307,made
1308,made
1309,made
1310,made
1311,missed
1312,missed
1313,missed
1314,made
1315,made
1316,made
1317,made
1318,missed
1319,made
1320,missed
1321,made
1322,made
1323,made
1324,made
1325,made
1326,missed
1327,made
1328,missed
1329,made
1330,missed
1331,made
1332,made
1333,made
1334,missed
1335,missed
1336,made
1337,made
1338,made
1339,made
1340,missed
1341,made
1342,missed
1343,missed
1344,made
1345,made
1346,made
1347,missed
1348,missed
1349,made
1350,missed
1351,made
1352,made
1353,missed
1354,made
1355,made
1356,made
1357,missed
1358,made
1359,missed
1360,missed
1361,missed
1362,made
1363,missed
1364,missed
1365,made
1366,missed
1367,missed
1368,missed
1369,missed
1370,missed
1371,made
1372,missed
1373,made
1374,missed
1375,made
1376,missed
1377,made
1378,missed
1379,made
1380,made
1381,made
1382,missed
1383,made
1384,missed
1385,made
1386,missed
1387,made
1388,missed
1389,made
1390,made
1391,missed
1392,made
1393,missed
1394,missed
1395,missed
1396,made
1397,missed
1398,made
1399,made
1400,made
1401,made
1402,missed
1403,made
1404,missed
1405,missed
1406,made
1407,made
1408,made
1409,missed
1410,missed
1411,missed
1412,missed
1413,made
1414,missed
1415,missed
1416,made
1417,made
1418,made
1419,made
1420,missed
1421,missed
1422,missed
1423,made
1424,made
1425,missed
1426,made
1427,made
1428,made
1429,made
1430,missed
1431,made
1432,missed
1433,made
1434,made
1435,missed
1436,made
1437,made
1438,missed
1439,missed
1440,made
1441,made
1442,missed
1443,missed
1444,made
1445,missed
1446,made
1447,made
1448,made
1449,made
1450,made
1451,missed
1452,missed
1453,missed
1454,missed
1455,missed
1456,made
1457,missed
1458,made
1459,missed
1460,missed
1461,made
1462,missed
1463,made
1464,made
1465,missed
1466,made
1467,made
1468,made
1469,made
1470,missed
1471,made
1472,missed
1473,made
1474,made
1475,made
1476,missed
1477,made
1478,missed
1479,missed
1480,made
1481,made
1482,missed
1483,made
1484,made
1485,made
1486,made
1487,made
1488,missed
1489,made
1490,missed
1491,missed
1492,made
1493,missed
1494,made
1495,missed
1496,made
1497,missed
1498,made
1499,made
1500,made
1501,made
1502,missed
1503,made
1504,missed
1505,missed
1506,made
1507,missed
1508,made
1509,made
1510,missed
1511,missed
1512,made
1513,made
1514,missed
1515,missed
1516,made
1517,made
1518,made
1519,missed
1520,made
1521,missed
1522,made
1523,made
1524,made
1525,made
1526,made
1527,made
1528,made
1529,made
1530,made
1531,missed
1532,made
1533,made
1534,made
1535,missed
1536,made
1537,missed
1538,missed
1539,made
1540,missed
1541,missed
1542,made
1543,made
1544,missed
1545,made
1546,made
1547,missed
1548,missed
1549,missed
1550,made
1551,made
1552,made
1553,made
1554,missed
1555,missed
1556,made
1557,made
1558,made
1559,made
1560,made
1561,missed
1562,missed
1563,missed
1564,missed
1565,made
1566,made
1567,made
1568,missed
1569,made
1570,missed
1571,made
1572,missed
1573,made
1574,made
1575,made
1576,made
1577,missed
1578,missed
1579,missed
1580,missed
1581,made
1582,missed
1583,missed
1584,missed
1585,made
1586,made
1587,made
1588,missed
1589,missed
1590,missed
1591,missed
1592,made
1593,made
1594,made
1595,missed
1596,made
1597,missed
1598,made
1599,made
1600,made
1601,made
1602,made
1603,missed
1604,made
1605,made
1606,made
1607,made
1608,made
1609,made
1610,made
1611,made
1612,missed
1613,missed
1614,missed
1615,made
1616,missed
1617,missed
1618,made
1619,missed
1620,made
1621,made
1622,made
1623,made
1624,made
1625,made
1626,missed
1627,missed
1628,made
1629,made
1630,missed
1631,made
1632,missed
1633,made
1634,missed
1635,missed
1636,missed
1637,missed
1638,made
1639,missed
1640,made
1641,made
1642,made
1643,made
1644,missed
1645,missed
1646,made
1647,missed
1648,missed
1649,made
1650,missed
1651,missed
1652,made
1653,missed
1654,made
1655,made
1656,missed
1657,made
1658,missed
1659,made
1660,made
1661,missed
1662,missed
1663,missed
1664,made
1665,made
1666,made
1667,made
1668,made
1669,missed
1670,made
1671,made
1672,made
1673,missed
1674,made
1675,made
1676,missed
1677,missed
1678,missed
1679,missed
1680,missed
1681,made
1682,made
1683,missed
1684,missed
1685,missed
1686,missed
1687,missed
1688,made
1689,made
1690,made
1691,made
1692,made
1693,missed
1694,made
1695,made
1696,missed
1697,missed
1698,made
1699,made
1700,made
1701,made
1702,missed
1703,made
1704,missed
1705,made
1706,missed
1707,missed
1708,made
1709,made
1710,made
1711,missed
1712,missed
1713,made
1714,missed
1715,made
1716,made
1717,made
1718,made
1719,missed
1720,made
1721,made
1722,made
1723,made
1724,made
1725,made
1726,missed
1727,made
1728,missed
1729,made
1730,missed
1731,missed
1732,missed
1733,missed
1734,made
1735,missed
1736,missed
1737,made
1738,made
1739,missed
1740,made
1741,made
1742,missed
1743,missed
1744,made
1745,made
1746,made
1747,made
1748,missed
1749,missed
1750,made
1751,made
1752,missed
1753,made
1754,missed
1755,missed
1756,missed
1757,missed
1758,missed
1759,made
1760,made
1761,made
1762,made
1763,made
1764,made
1765,missed
1766,made
1767,made
1768,missed
1769,missed
1770,made
1771,missed
1772,made
1773,made
1774,missed
1775,made
1776,made
1777,made
1778,made
1779,made
1780,made
1781,missed
1782,missed
1783,made
1784,made
1785,missed
1786,made
1787,missed
1788,made
1789,made
1790,missed
1791,made
1792,missed
1793,missed
1794,made
1795,missed
1796,made
1797,missed
1798,missed
1799,made
1800,missed
1801,made
1802,made
1803,missed
1804,missed
1805,made
1806,missed
1807,missed
1808,made
1809,made
1810,made
1811,missed
1812,made
1813,missed
1814,missed
1815,missed
1816,missed
1817,missed
1818,made
1819,missed
1820,made
1821,made
1822,missed
1823,made
1824,made
1825,missed
1826,missed
1827,made
1828,missed
1829,missed
1830,missed
1831,made
1832,made
1833,made
1834,made
1835,missed
1836,missed
1837,made
1838,made
1839,made
1840,made
1841,missed
1842,missed
1843,made
1844,missed
1845,made
1846,made
1847,made
1848,missed
1849,made
1850,missed
1851,missed
1852,missed
1853,missed
1854,made
1855,made
1856,missed
1857,missed
1858,made
1859,made
1860,missed
1861,made
1862,made
1863,made
1864,missed
1865,made
1866,missed
1867,missed
1868,made
1869,made
1870,made
1871,made
1872,missed
1873,made
1874,made
1875,made
1876,missed
1877,missed
1878,made
1879,made
1880,missed
1881,made
1882,missed
1883,missed
1884,missed
1885,missed
1886,made
1887,missed
1888,made
1889,made
1890,missed
1891,missed
1892,made
1893,made
1894,missed
1895,missed
1896,missed
1897,missed
1898,missed
1899,made
1900,made
1901,made
1902,made
1903,missed
1904,missed
1905,made
1906,missed
1907,made
1908,made
1909,missed
1910,missed
1911,missed
1912,made
1913,made
1914,made
1915,missed
1916,missed
1917,made
1918,made
1919,made
1920,missed
1921,made
1922,made
1923,made
1924,made
1925,made
1926,made
1927,missed
1928,made
1929,made
1930,missed
1931,missed
1932,missed
1933,missed
1934,missed
1935,made
1936,made
1937,missed
1938,missed
1939,made
1940,made
1941,missed
1942,made
1943,missed
1944,missed
1945,made
1946,missed
1947,missed
1948,made
1949,missed
1950,made
1951,missed
1952,made
1953,made
1954,missed
1955,missed
1956,made
1957,made
1958,made
1959,missed
1960,made
1961,made
1962,made
1963,made
1964,made
1965,made
1966,missed
1967,missed
1968,missed
1969,missed
1970,made
1971,made
1972,made
1973,missed
1974,missed
1975,made
1976,made
1977,missed
1978,missed
1979,made
1980,missed
1981,made
1982,made
1983,made
1984,made
1985,made
1986,made
1987,made
1988,made
1989,made
1990,missed
1991,made
1992,missed
1993,missed
1994,missed
1995,missed
1996,made
1997,missed
1998,missed
1999,made
2000,missed
2001,made
2002,made
2003,missed
2004,missed
2005,missed
2006,missed
2007,made
2008,made
2009,missed
2010,missed
2011,made
2012,made
2013,made
2014,made
2015,missed
2016,made
2017,made
2018,missed
2019,missed
2020,missed
2021,made
2022,made
2023,missed
2024,made
2025,made
2026,made
2027,missed
2028,missed
2029,missed
2030,missed
2031,made
2032,missed
2033,made
2034,made
2035,missed
2036,made
2037,missed
2038,made
2039,missed
2040,missed
2041,made
2042,missed
2043,missed
2044,made
2045,made
2046,missed
2047,made
2048,missed
2049,made
2050,missed
2051,missed
2052,missed
2053,made
2054,missed
2055,missed
2056,made
2057,missed
2058,made
2059,made
2060,missed
2061,made
2062,missed
2063,missed
2064,missed
2065,missed
2066,missed
2067,made
2068,missed
2069,missed
2070,made
2071,missed
2072,missed
2073,made
2074,missed
2075,made
2076,missed
2077,missed
2078,made
2079,missed
2080,missed
2081,missed
2082,made
2083,made
2084,missed
2085,missed
2086,made
2087,made
2088,made
2089,made
2090,made
2091,missed
2092,made
2093,missed
2094,made
2095,missed
2096,missed
2097,made
2098,made
2099,missed
2100,made
2101,missed
2102,made
2103,made
2104,made
2105,missed
2106,made
2107,missed
2108,missed
2109,missed
2110,made
2111,made
2112,missed
2113,made
2114,missed
2115,made
2116,made
2117,missed
2118,made
2119,missed
2120,made
2121,made
2122,missed
2123,missed
2124,missed
2125,made
2126,missed
2127,made
2128,made
2129,missed
2130,missed
2131,missed
2132,made
2133,missed
2134,made
2135,made
2136,made
2137,made
2138,made
2139,made
2140,missed
2141,missed
2142,missed
2143,missed
2144,missed
2145,made
2146,missed
2147,made
2148,missed
2149,made
2150,made
2151,made
2152,missed
2153,made
2154,made
2155,missed
2156,made
2157,missed
2158,made
2159,made
2160,missed
2161,missed
2162,made
2163,missed
2164,made
2165,missed
2166,made
2167,missed
2168,made
2169,made
2170,missed
2171,made
2172,missed
2173,made
2174,made
2175,made
2176,missed
2177,made
2178,made
2179,missed
2180,made
2181,missed
2182,made
2183,made
2184,made
2185,made
2186,made
2187,missed
2188,missed
2189,made
2190,made
2191,made
2192,made
2193,missed
2194,made
2195,made
2196,made
2197,missed
2198,made
2199,made
2200,missed
2201,missed
2202,made
2203,made
2204,missed
2205,made
2206,made
2207,missed
2208,missed
2209,made
2210,made
2211,made
2212,made
2213,made
2214,missed
2215,missed
2216,made
2217,missed
2218,missed
2219,missed
2220,made
2221,made
2222,made
2223,missed
2224,missed
2225,made
2226,made
2227,made
2228,made
2229,made
2230,made
2231,missed
2232,made
2233,missed
2234,made
2235,made
2236,made
2237,made
2238,missed
2239,made
2240,made
2241,made
2242,missed
2243,made
2244,missed
2245,missed
2246,missed
2247,missed
2248,missed
2249,made
2250,made
2251,made
2252,made
2253,missed
2254,missed
2255,missed
2256,missed
2257,made
2258,made
2259,made
2260,made
2261,missed
2262,made
2263,made
2264,missed
2265,missed
2266,missed
2267,made
2268,made
2269,made
2270,made
2271,made
2272,made
2273,made
2274,made
2275,missed
2276,made
2277,made
2278,made
2279,made
2280,missed
2281,missed
2282,missed
2283,missed
2284,missed
2285,made
2286,made
2287,made
2288,made
2289,missed
2290,made
2291,missed
2292,made
2293,made
2294,made
2295,missed
2296,made
2297,missed
2298,made
2299,made
2300,made
2301,made
2302,missed
2303,made
2304,made
2305,made
2306,made
2307,made
2308,made
2309,made
2310,made
2311,made
2312,made
2313,missed
2314,made
2315,made
2316,made
2317,missed
2318,made
2319,made
2320,missed
2321,missed
2322,missed
2323,made
2324,missed
2325,missed
2326,missed
2327,made
2328,made
2329,missed
2330,made
2331,made
2332,made
2333,missed
2334,missed
2335,made
2336,made
2337,missed
2338,made
2339,missed
2340,made
2341,missed
2342,made
2343,made
2344,made
2345,made
2346,made
2347,made
2348,made
2349,made
2350,made
2351,missed
2352,made
2353,missed
2354,made
2355,missed
2356,made
2357,made
2358,missed
2359,made
2360,made
2361,missed
2362,made
2363,missed
2364,made
2365,made
2366,missed
2367,made
2368,made
2369,missed
2370,made
2371,missed
2372,made
2373,made
2374,made
2375,missed
2376,missed
2377,missed
2378,made
2379,missed
2380,made
2381,missed
2382,missed
2383,made
2384,missed
2385,made
2386,made
2387,missed
2388,missed
2389,missed
2390,missed
2391,missed
2392,missed
2393,made
2394,made
2395,missed
2396,made
2397,missed
2398,missed
2399,made
2400,missed
2401,missed
2402,made
2403,missed
2404,missed
2405,missed
2406,made
2407,missed
2408,made
2409,missed
2410,made
2411,made
2412,missed
2413,missed
2414,missed
2415,made
2416,made
2417,missed
2418,made
2419,made
2420,missed
2421,made
2422,made
2423,made
2424,made
2425,made
2426,made
2427,missed
2428,made
2429,made
2430,missed
2431,made
2432,missed
2433,missed
2434,made
2435,made
2436,missed
2437,made
2438,made
2439,made
2440,missed
2441,missed
2442,made
2443,made
2444,missed
2445,made
2446,made
2447,missed
2448,missed
2449,made
2450,made
2451,missed
2452,made
2453,made
2454,missed
2455,missed
2456,missed
2457,missed
2458,made
2459,made
2460,missed
2461,made
2462,made
2463,missed
2464,missed
2465,missed
2466,missed
2467,made
2468,missed
2469,made
2470,missed
2471,made
2472,missed
2473,made
2474,made
2475,made
2476,missed
2477,missed
2478,made
2479,made
2480,missed
2481,made
2482,made
2483,made
2484,missed
2485,made
2486,missed
2487,made
2488,made
2489,missed
2490,made
2491,made
2492,missed
2493,missed
2494,made
2495,missed
2496,missed
2497,made
2498,missed
2499,made
2500,missed
2501,made
2502,made
2503,made
2504,missed
2505,made
2506,made
2507,made
2508,made
2509,made
2510,made
2511,missed
2512,missed
2513,made
2514,missed
2515,made
2516,made
2517,made
2518,missed
2519,made
2520,made
2521,missed
2522,made
2523,made
2524,missed
2525,made
2526,made
2527,made
2528,made
2529,made
2530,made
2531,missed
2532,made
2533,made
2534,made
2535,missed
2536,made
2537,missed
2538,made
2539,missed
2540,made
2541,made
2542,missed
2543,made
2544,missed
2545,missed
2546,missed
2547,made
2548,missed
2549,missed
2550,missed
2551,made
2552,made
2553,made
2554,made
2555,made
2556,made
2557,missed
2558,made
2559,missed
2560,made
2561,made
2562,made
2563,missed
2564,missed
2565,made
2566,missed
2567,missed
2568,made
2569,made
2570,made
2571,made
2572,missed
2573,made
2574,made
2575,missed
2576,missed
2577,made
2578,missed
2579,made
2580,missed
2581,missed
2582,made
2583,missed
2584,made
2585,made
2586,made
2587,made
2588,missed
2589,missed
2590,missed
2591,missed
2592,missed
2593,missed
2594,missed
2595,made
2596,missed
2597,missed
2598,made
2599,missed
2600,made
2601,made
2602,made
2603,missed
2604,made
2605,missed
2606,made
2607,missed
2608,missed
2609,missed
2610,made
2611,missed
2612,made
2613,made
2614,made
2615,made
2616,made
2617,missed
2618,missed
2619,made
2620,missed
2621,missed
2622,missed
2623,missed
2624,missed
2625,missed
2626,missed
2627,made
2628,missed
2629,missed
2630,made
2631,made
2632,missed
2633,made
2634,made
2635,missed
2636,missed
2637,missed
2638,made
2639,made
2640,made
2641,made
2642,made
2643,made
2644,made
2645,made
2646,missed
2647,missed
2648,made
2649,missed
2650,made
2651,made
2652,missed
2653,missed
2654,made
2655,made
2656,made
2657,missed
2658,missed
2659,made
2660,made
2661,made
2662,missed
2663,missed
2664,made
2665,made
2666,made
2667,made
2668,missed
2669,missed
2670,made
2671,made
2672,made
2673,made
2674,missed
2675,made
2676,missed
2677,made
2678,made
2679,made
2680,missed
2681,made
2682,missed
2683,missed
2684,made
2685,missed
2686,made
2687,missed
2688,made
2689,missed
2690,made
2691,made
2692,made
2693,made
2694,missed
2695,missed
2696,made
2697,made
2698,missed
2699,made
2700,made
2701,made
2702,made
2703,missed
2704,missed
2705,missed
2706,missed
2707,made
2708,missed
2709,missed
2710,missed
2711,missed
2712,made
2713,made
2714,made
2715,made
2716,made
2717,made
2718,made
2719,made
2720,made
2721,made
2722,made
2723,made
2724,made
2725,made
2726,missed
2727,missed
2728,made
2729,made
2730,missed
2731,made
2732,missed
2733,missed
2734,made
2735,made
2736,made
2737,made
2738,missed
2739,missed
2740,missed
2741,missed
2742,made
2743,made
2744,made
2745,missed
2746,made
2747,made
2748,made
2749,made
2750,missed
2751,made
2752,made
2753,made
2754,made
2755,made
2756,made
2757,missed
2758,made
2759,made
2760,made
